"contact_id","company_id","issue_id","specialization_id","contact_date","recontact_date","contact_status","communication_note"
1106,103,16,34,2020-03-03,,REJECTED,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla
1111,602,6,28,2019-04-27,,REJECTED,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit
1115,62,35,12,2021-09-22,,REJECTED,nullam porttitor lacus at turpis donec
2046,332,6,28,2019-04-19,2019-04-29,REJECTED,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et
1122,16,14,35,2019-12-30,,REJECTED,sit amet consectetuer adipiscing elit proin interdum mauris non
1107,90,95,24,2026-09-21,2026-10-01,NO_RESPONSE,
1110,656,15,38,2020-01-21,2020-01-31,CONTACTED_AGAIN,
1082,784,78,55,2025-05-03,,REJECTED,
1088,27,14,64,2019-12-14,,REJECTED,
1117,655,74,37,2024-12-17,,REJECTED,
414,58,56,60,2023-06-17,2023-06-27,REJECTED,nulla nisl nunc nisl duis bibendum felis
415,978,59,23,2023-09-19,2023-09-26,REJECTED,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
2191,150,90,55,2026-04-15,2026-04-24,REJECTED,morbi a ipsum integer a
2211,895,40,38,2022-02-26,2022-03-06,REJECTED,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia
2315,766,47,50,2022-09-14,2022-09-22,REJECTED,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
2330,33,54,55,2023-04-18,2023-04-28,REJECTED,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh
2349,296,29,59,2021-03-15,2021-03-24,REJECTED,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque
2415,12,21,53,2020-07-21,2020-07-31,REJECTED,in felis eu sapien cursus
2455,851,37,34,2021-11-15,2021-11-25,REJECTED,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus
2464,995,79,37,2025-05-14,2025-05-23,REJECTED,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia
2474,20,24,61,2020-10-15,2020-10-25,REJECTED,sem duis aliquam convallis nunc proin at turpis a pede
2496,596,78,28,2025-04-30,2025-05-08,REJECTED,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis
2517,198,64,26,2024-02-26,2024-03-04,REJECTED,ultrices libero non mattis pulvinar nulla pede ullamcorper augue
2571,621,5,4,2019-03-15,2019-03-24,REJECTED,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor
2595,2,67,56,2024-05-27,2024-06-09,REJECTED,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar
2600,495,13,59,2019-11-15,2019-11-24,REJECTED,lacus at velit vivamus vel nulla eget eros elementum pellentesque
420,443,42,51,2022-04-17,2022-04-28,REJECTED,est lacinia nisi venenatis tristique fusce congue
1200,827,82,59,2025-08-28,2025-09-10,REJECTED,eleifend donec ut dolor morbi vel
2646,952,57,35,2023-07-24,2023-08-06,REJECTED,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam
2668,589,24,10,2020-11-02,2020-11-12,REJECTED,nulla elit ac nulla sed vel
2685,340,92,7,2026-06-19,2026-06-26,REJECTED,suspendisse potenti nullam porttitor lacus at turpis
2695,396,4,54,2019-02-16,2019-02-27,REJECTED,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec
2783,718,15,38,2020-01-18,2020-01-25,REJECTED,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis
179,762,5,43,2019-03-29,2019-04-08,CONTACTED,
2929,625,76,12,2025-02-12,2025-02-25,REJECTED,nullam varius nulla facilisi cras
439,145,69,14,2024-07-25,2024-08-05,REJECTED,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et
440,952,57,35,2023-07-17,2023-07-28,REJECTED,cubilia curae mauris viverra diam vitae quam suspendisse potenti
442,50,14,64,2019-12-24,2020-01-04,REJECTED,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in
453,959,25,36,2020-12-02,2020-12-09,REJECTED,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio
466,111,15,39,2020-02-03,2020-02-16,REJECTED,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus
469,802,72,10,2024-10-15,2024-10-25,REJECTED,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla
17,486,35,24,2021-09-14,2021-09-25,REJECTED,
564,874,89,54,2026-03-11,2026-03-23,REJECTED,
577,772,70,8,2024-08-24,2024-09-07,REJECTED,
587,866,61,25,2023-11-20,2023-11-30,REJECTED,
609,246,73,11,2024-11-11,2024-11-22,REJECTED,
659,36,30,28,2021-04-20,2021-04-28,REJECTED,
674,225,58,34,2023-08-23,2023-09-03,REJECTED,
685,609,36,31,2021-10-22,2021-11-02,REJECTED,
692,394,3,11,2019-01-23,2019-02-05,REJECTED,
39,164,40,39,2022-02-28,2022-03-08,REJECTED,
2806,44,58,53,2023-08-22,2023-09-01,REJECTED,
738,178,29,59,2021-03-14,2021-03-24,REJECTED,
746,528,9,50,2019-07-14,2019-07-27,REJECTED,
694,379,38,29,2022-01-03,2022-01-16,REJECTED,
767,107,49,34,2022-11-21,2022-12-04,REJECTED,
776,513,10,34,2019-08-29,2019-09-12,REJECTED,
808,741,55,37,2023-05-20,2023-05-29,REJECTED,
823,494,35,55,2021-09-28,2021-10-11,REJECTED,
843,581,96,10,2026-10-23,2026-11-06,REJECTED,
855,445,37,62,2021-11-12,2021-11-21,REJECTED,
860,296,29,59,2021-03-21,2021-04-01,REJECTED,
869,890,14,14,2019-12-26,2020-01-08,REJECTED,
874,307,38,51,2021-12-30,2022-01-07,REJECTED,
722,803,71,9,2024-09-15,2024-09-27,REJECTED,duis mattis egestas metus aenean fermentum
729,506,91,39,2026-05-29,2026-06-08,REJECTED,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
811,308,43,7,2022-05-17,2022-05-31,REJECTED,a libero nam dui proin leo odio porttitor id consequat in consequat
829,607,89,54,2026-03-16,2026-03-25,REJECTED,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci
845,287,52,12,2023-02-23,2023-03-04,REJECTED,facilisi cras non velit nec nisi vulputate nonummy maecenas
854,178,29,59,2021-04-01,2021-04-08,REJECTED,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla
861,167,75,3,2025-01-14,2025-01-25,REJECTED,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus
1845,36,30,28,2021-04-22,2021-05-04,REJECTED,in faucibus orci luctus et ultrices posuere cubilia curae donec
1859,256,3,11,2019-01-24,2019-02-01,REJECTED,orci luctus et ultrices posuere cubilia curae
1895,900,91,56,2026-05-13,2026-05-25,REJECTED,ornare consequat lectus in est risus auctor sed tristique
1951,157,33,14,2021-07-25,2021-08-06,REJECTED,eget nunc donec quis orci
1953,634,10,30,2019-08-20,2019-09-01,REJECTED,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
1981,5,90,55,2026-04-21,2026-05-04,REJECTED,leo maecenas pulvinar lobortis est phasellus sit amet erat
1996,907,15,39,2020-02-01,2020-02-12,REJECTED,congue eget semper rutrum nulla nunc
2016,884,50,38,2022-12-22,2022-12-31,REJECTED,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
2028,55,34,37,2021-08-15,2021-08-28,REJECTED,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur
2030,906,70,59,2024-08-28,2024-09-08,REJECTED,nunc proin at turpis a
1297,123,94,34,2026-08-11,2026-08-25,NO_RESPONSE,
2385,826,94,30,2026-08-04,2026-08-17,CONTACTED_AGAIN,
2882,190,94,30,2026-08-18,2026-08-30,NO_RESPONSE,
539,235,94,30,2026-08-19,2026-08-28,CONTACTED,
1381,190,94,30,2026-08-09,2026-08-17,CONTACTED_AGAIN,
143,208,94,34,2026-08-08,2026-08-21,NO_RESPONSE,
2957,354,94,59,2026-08-04,2026-08-18,NO_RESPONSE,
258,276,94,30,2026-08-26,2026-09-07,CONTACTED,
1150,208,94,34,2026-08-14,2026-08-22,NO_RESPONSE,
2796,826,94,30,2026-08-05,2026-08-18,NO_RESPONSE,
2170,276,94,30,2026-08-13,2026-08-23,REJECTED,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a
2997,319,94,59,2026-08-13,2026-08-22,REJECTED,in faucibus orci luctus et ultrices posuere
1084,354,94,59,2026-08-16,2026-08-27,CONTACTED_AGAIN,nisl venenatis lacinia aenean sit amet justo morbi
1810,35,94,30,2026-08-20,2026-08-29,REJECTED,quam nec dui luctus rutrum nulla tellus in
2675,234,94,59,2026-08-18,2026-08-31,REJECTED,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris
1970,108,31,50,2021-05-20,2021-05-30,NO_RESPONSE,
1125,835,59,24,2023-09-29,2023-10-11,CONTACTED_AGAIN,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium
1133,985,71,24,2024-09-12,2024-09-22,CONTACTED_AGAIN,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet
1136,481,64,26,2024-02-20,2024-03-03,NO_RESPONSE,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam
1144,957,13,26,2019-11-14,2019-11-27,NO_RESPONSE,pellentesque quisque porta volutpat erat quisque erat eros viverra
1146,750,20,5,2020-06-23,2020-07-04,CONTACTED,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo
1149,448,93,64,2026-07-19,2026-08-01,NO_RESPONSE,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis
1152,880,7,37,2019-06-03,2019-06-13,CONTACTED_AGAIN,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
1153,526,27,51,2021-01-27,2021-02-08,NO_RESPONSE,quis turpis eget elit sodales scelerisque
1123,112,88,26,2026-02-09,,REJECTED,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus
1131,22,32,2,2021-06-11,2021-06-23,NO_RESPONSE,
1135,100,91,37,2026-06-04,2026-06-12,CONTACTED_AGAIN,
1138,45,3,27,2019-01-15,2019-01-25,CONTACTED_AGAIN,
1124,910,11,42,2019-09-20,,REJECTED,
1137,776,70,34,2024-08-20,,REJECTED,
1141,229,25,11,2020-11-25,,REJECTED,
1147,756,9,50,2019-07-24,,REJECTED,
1155,890,14,14,2019-12-12,,REJECTED,
1160,124,73,32,2024-12-01,,REJECTED,
1126,668,21,53,2020-07-13,,REJECTED,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec
1130,778,7,37,2019-05-13,,REJECTED,quam a odio in hac
1132,948,87,51,2026-01-23,,REJECTED,nunc proin at turpis a pede posuere nonummy integer
1140,299,44,56,2022-06-21,,REJECTED,convallis morbi odio odio elementum eu
1143,949,6,57,2019-04-28,,REJECTED,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt
1148,531,13,26,2019-11-22,,REJECTED,iaculis congue vivamus metus arcu
1151,473,91,38,2026-06-04,,REJECTED,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula
1180,861,52,26,2023-03-01,,REJECTED,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut
1182,111,15,39,2020-01-21,,REJECTED,nisl nunc nisl duis bibendum felis sed
1189,466,14,14,2019-12-18,,REJECTED,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo
1196,406,88,12,2026-02-21,,REJECTED,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio
1207,857,4,54,2019-02-27,,REJECTED,
1214,644,2,14,2018-12-21,,REJECTED,
1233,422,63,3,2024-01-20,,REJECTED,
1246,270,24,31,2020-10-16,,REJECTED,
1255,815,4,23,2019-03-01,,REJECTED,
1211,315,26,26,2021-01-02,,REJECTED,
1280,844,72,31,2024-10-28,,REJECTED,
1282,630,74,50,2025-01-01,,REJECTED,
2807,828,82,30,2025-08-12,,REJECTED,
1202,376,88,23,2026-02-23,,REJECTED,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo
1203,379,38,29,2022-01-01,,REJECTED,quisque porta volutpat erat quisque erat eros viverra eget congue
1215,757,18,59,2020-04-20,,REJECTED,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea
1224,581,96,10,2026-10-27,,REJECTED,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl
1237,904,74,2,2025-01-01,,REJECTED,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse
1242,213,82,30,2025-08-21,,REJECTED,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at
1247,814,45,64,2022-07-29,,REJECTED,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec
1248,139,31,39,2021-05-23,,REJECTED,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam
1273,601,40,53,2022-02-18,,REJECTED,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi
1275,487,44,13,2022-06-24,,REJECTED,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean
1284,709,36,61,2021-10-23,,REJECTED,nulla nisl nunc nisl duis bibendum
1288,603,6,28,2019-04-17,,REJECTED,
1296,215,25,51,2020-11-23,,REJECTED,
1301,464,74,39,2024-12-20,,REJECTED,
1312,775,6,57,2019-04-14,,REJECTED,
1353,367,16,30,2020-02-14,,REJECTED,
1372,317,87,51,2026-01-22,,REJECTED,
1299,331,57,14,2023-07-31,,REJECTED,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla
1300,752,40,38,2022-02-25,,REJECTED,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum
1302,802,72,10,2024-10-21,,REJECTED,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar
1308,551,81,14,2025-07-21,,REJECTED,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
1309,244,64,26,2024-02-11,,REJECTED,nulla tempus vivamus in felis
1319,120,34,16,2021-08-11,,REJECTED,vel augue vestibulum ante ipsum primis in faucibus orci luctus et
1331,776,70,34,2024-08-19,,REJECTED,proin interdum mauris non ligula pellentesque ultrices phasellus
1332,641,54,5,2023-04-13,,REJECTED,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non
1339,904,74,2,2024-12-11,,REJECTED,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean
1341,565,33,35,2021-07-13,,REJECTED,viverra dapibus nulla suscipit ligula in lacus curabitur
1343,380,59,50,2023-09-25,,REJECTED,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est
1355,20,24,61,2020-10-22,,REJECTED,lobortis sapien sapien non mi
1358,351,44,13,2022-06-29,,REJECTED,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum
1364,15,61,49,2023-11-15,,REJECTED,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
1759,333,53,27,2023-03-14,,REJECTED,
1417,948,87,51,2026-01-13,,REJECTED,
1421,521,93,35,2026-07-27,,REJECTED,
1433,790,9,30,2019-07-12,,REJECTED,
1436,830,70,30,2024-08-16,,REJECTED,
1451,124,73,32,2024-11-22,,REJECTED,
1383,123,94,34,2026-08-11,,REJECTED,
1386,817,25,52,2020-11-13,,REJECTED,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante
1397,806,78,57,2025-04-20,,REJECTED,lorem vitae mattis nibh ligula nec
1408,177,33,35,2021-07-13,,REJECTED,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in
1409,874,89,54,2026-03-22,,REJECTED,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis
1411,617,20,5,2020-06-27,,REJECTED,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit
1416,715,85,49,2025-11-18,,REJECTED,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum
1419,163,73,62,2024-11-27,,REJECTED,interdum mauris non ligula pellentesque ultrices phasellus id sapien
1424,593,83,9,2025-09-14,,REJECTED,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices
1443,770,89,4,2026-03-14,,REJECTED,in ante vestibulum ante ipsum primis in faucibus orci
1449,11,2,35,2018-12-18,,REJECTED,integer aliquet massa id lobortis convallis tortor risus dapibus
1452,683,7,39,2019-05-15,,REJECTED,nec euismod scelerisque quam turpis
1453,913,54,5,2023-04-26,,REJECTED,dui vel nisl duis ac nibh fusce lacus purus aliquet at
1460,197,14,64,2019-12-28,,REJECTED,
1505,309,6,26,2019-04-22,,REJECTED,
1511,688,8,3,2019-06-26,,REJECTED,
1515,422,63,3,2024-01-19,,REJECTED,
1455,125,21,8,2020-07-25,,REJECTED,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus
1458,342,30,55,2021-04-24,,REJECTED,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel
1459,67,30,5,2021-05-02,,REJECTED,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at
1461,897,26,4,2020-12-16,,REJECTED,lacinia eget tincidunt eget tempus
1462,944,23,3,2020-09-27,,REJECTED,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit
1474,664,81,35,2025-07-19,,REJECTED,nonummy maecenas tincidunt lacus at velit
1478,391,6,57,2019-04-13,,REJECTED,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt
1481,156,59,9,2023-10-01,,REJECTED,semper sapien a libero nam dui proin leo odio porttitor id consequat in
1482,306,55,56,2023-05-22,,REJECTED,purus sit amet nulla quisque arcu libero rutrum
1484,455,66,5,2024-04-17,,REJECTED,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel
1498,582,10,34,2019-09-02,,REJECTED,luctus et ultrices posuere cubilia curae nulla dapibus dolor
1501,885,20,55,2020-06-27,,REJECTED,faucibus cursus urna ut tellus nulla ut
1508,211,67,56,2024-05-22,,REJECTED,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
1512,112,88,26,2026-03-04,,REJECTED,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis
1514,363,27,3,2021-01-14,,REJECTED,faucibus orci luctus et ultrices posuere cubilia
1518,202,52,55,2023-02-12,,REJECTED,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque
1523,882,84,10,2025-11-01,,REJECTED,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum
1524,301,75,51,2025-01-27,,REJECTED,in est risus auctor sed
1525,340,92,7,2026-06-25,,REJECTED,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor
1534,748,37,9,2021-11-28,,REJECTED,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo
2372,113,90,57,2026-04-16,,REJECTED,lacus at turpis donec posuere
1554,976,90,57,2026-05-03,,REJECTED,
1556,413,79,37,2025-06-02,,REJECTED,
1594,81,25,52,2020-11-13,,REJECTED,
1555,536,39,24,2022-01-30,,REJECTED,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse
1563,708,7,38,2019-05-18,,REJECTED,primis in faucibus orci luctus et ultrices
1564,431,59,9,2023-09-17,,REJECTED,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget
1565,417,15,56,2020-01-12,,REJECTED,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium
1566,402,7,49,2019-05-28,,REJECTED,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam
1568,942,32,10,2021-07-02,,REJECTED,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus
1569,105,16,30,2020-03-02,,REJECTED,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
1571,535,86,38,2025-12-10,,REJECTED,primis in faucibus orci luctus et ultrices
1574,547,62,37,2023-12-24,,REJECTED,orci pede venenatis non sodales
1576,47,82,59,2025-08-31,,REJECTED,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi
1581,49,48,61,2022-10-28,,REJECTED,nulla ultrices aliquet maecenas leo odio condimentum
1582,337,19,50,2020-06-02,,REJECTED,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl
1585,327,6,28,2019-04-14,,REJECTED,convallis tortor risus dapibus augue vel accumsan tellus nisi
1592,952,57,35,2023-07-12,,REJECTED,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus
1595,901,46,15,2022-08-14,,REJECTED,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis
1597,549,59,50,2023-09-19,,REJECTED,hac habitasse platea dictumst maecenas ut massa quis augue
1598,947,6,57,2019-04-28,,REJECTED,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum
1608,513,10,34,2019-08-29,,REJECTED,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
1610,64,63,3,2024-01-24,,REJECTED,non mi integer ac neque duis bibendum morbi
1613,223,34,53,2021-08-17,,REJECTED,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius
1616,765,11,42,2019-09-27,,REJECTED,rhoncus aliquam lacus morbi quis tortor id
1619,204,88,23,2026-02-25,,REJECTED,mattis pulvinar nulla pede ullamcorper augue a
1652,440,50,59,2022-12-22,,REJECTED,
1658,502,26,26,2020-12-29,,REJECTED,
1668,504,14,64,2019-12-20,,REJECTED,
1706,434,17,27,2020-03-18,,REJECTED,
1633,208,94,34,2026-08-21,,REJECTED,
1709,276,94,30,2026-08-10,,REJECTED,
1623,125,21,8,2020-07-29,,REJECTED,porttitor id consequat in consequat ut nulla
1635,116,61,49,2023-11-15,,REJECTED,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis
1639,148,43,60,2022-05-16,,REJECTED,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue
1643,727,42,51,2022-05-01,,REJECTED,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec
1649,262,39,24,2022-02-01,,REJECTED,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst
1666,773,23,3,2020-09-26,,REJECTED,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis
1667,612,22,17,2020-08-28,,REJECTED,curabitur at ipsum ac tellus semper interdum mauris ullamcorper
1671,198,64,26,2024-02-29,,REJECTED,sapien placerat ante nulla justo aliquam quis
1675,751,47,50,2022-09-14,,REJECTED,lorem quisque ut erat curabitur gravida
1690,23,60,31,2023-10-27,,REJECTED,tempus sit amet sem fusce
1692,829,70,59,2024-08-16,,REJECTED,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut
1693,662,15,56,2020-01-28,,REJECTED,morbi odio odio elementum eu interdum eu tincidunt in leo
1702,222,15,39,2020-01-13,,REJECTED,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue
1704,17,37,9,2021-11-19,,REJECTED,felis fusce posuere felis sed lacus morbi
1705,929,7,6,2019-05-14,,REJECTED,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
1726,581,96,10,2026-10-20,,REJECTED,
1727,198,64,26,2024-02-13,,REJECTED,
1729,23,60,31,2023-11-02,,REJECTED,
1735,340,92,7,2026-06-11,,REJECTED,
1739,82,89,4,2026-03-19,,REJECTED,
1749,373,21,8,2020-07-26,,REJECTED,
1753,119,20,28,2020-06-27,,REJECTED,
1771,701,4,24,2019-03-01,,REJECTED,
1776,192,9,30,2019-07-12,,REJECTED,
1782,635,36,61,2021-10-13,,REJECTED,
1789,728,81,14,2025-07-25,,REJECTED,
1718,980,13,19,2019-11-18,,REJECTED,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis
1738,253,7,49,2019-05-15,,REJECTED,nunc proin at turpis a pede posuere nonummy integer non
1743,738,18,34,2020-04-23,,REJECTED,aliquam augue quam sollicitudin vitae consectetuer
1744,393,57,64,2023-07-22,,REJECTED,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec
1745,180,83,60,2025-09-19,,REJECTED,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede
1747,827,82,59,2025-08-19,,REJECTED,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non
1758,58,56,60,2023-06-26,,REJECTED,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
1760,33,54,55,2023-04-23,,REJECTED,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam
1772,475,49,34,2022-11-12,,REJECTED,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat
1788,88,14,14,2019-12-27,,REJECTED,lorem ipsum dolor sit amet
1796,149,44,28,2022-06-20,,REJECTED,diam in magna bibendum imperdiet nullam orci
1805,688,8,3,2019-07-01,,REJECTED,
1844,991,34,16,2021-08-24,,REJECTED,
1849,378,41,8,2022-03-30,,REJECTED,
1864,786,45,64,2022-07-29,,REJECTED,
1803,40,57,35,2023-07-16,,REJECTED,ut suscipit a feugiat et eros
1814,610,86,39,2025-12-12,,REJECTED,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi
1780,74,16,30,2020-02-29,,REJECTED,proin eu mi nulla ac enim in tempor turpis
1848,859,72,10,2024-10-29,,REJECTED,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus
1850,24,31,50,2021-05-29,,REJECTED,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non
1852,461,91,37,2026-05-24,,REJECTED,nisi nam ultrices libero non mattis pulvinar nulla pede
1853,406,88,12,2026-02-16,,REJECTED,est congue elementum in hac
1855,51,14,35,2019-12-29,,REJECTED,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit
1858,8,35,12,2021-09-26,,REJECTED,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia
1865,237,76,12,2025-02-27,,REJECTED,tincidunt eu felis fusce posuere felis sed lacus morbi
1872,540,42,3,2022-04-13,,REJECTED,congue risus semper porta volutpat quam pede lobortis ligula
