"content_id","issue_id","section_id","company_id","catalog_item_id","author_id","specialization_id","content_description","materials_delivered","is_approved","posted_on_fb","applied_list_price","applied_discount_pct","agency_provision_pct","final_net_price"
599,95,10,491,47,,60,ipsum primis,true,true,true,40250.00,,,40250.00
601,20,11,837,27,,5,tellus,true,true,false,0.00,,,0.00
603,25,3,519,41,,52,faucibus accumsan,true,true,true,129500.00,,,129500.00
604,44,8,765,48,,28,aenean sit amet justo morbi,true,true,true,22750.00,5.00,,21612.50
1986,57,18,967,14,,35,sed,true,true,false,192500.00,,,192500.00
1995,53,18,66,14,,27,non velit donec diam,true,true,false,192500.00,5.00,,182875.00
1997,27,18,565,14,,3,sit amet lobortis,true,true,false,192500.00,,10.00,173250.00
1993,71,21,820,75,,24,nibh,true,true,false,0.00,24.00,,0.00
1982,66,12,44,75,,28,fringilla rhoncus mauris enim leo,false,true,false,0.00,,,0.00
1994,96,21,58,75,,10,sapien dignissim vestibulum vestibulum ante,true,true,false,0.00,3.00,,0.00
1980,23,21,276,12,,24,duis,true,true,false,175000.00,9.00,,159250.00
1989,54,21,357,13,,28,nisi nam ultrices libero non,true,true,false,210000.00,,,210000.00
1973,8,8,485,50,,3,primis in faucibus,true,true,true,0.00,,,0.00
1974,76,8,309,21,,12,parturient montes nascetur,true,true,false,0.00,17.00,,0.00
1976,42,6,664,4,,3,sem duis,true,true,false,80500.00,,,80500.00
1977,48,3,995,24,,31,luctus cum sociis natoque penatibus,true,true,false,0.00,,,0.00
1978,26,9,860,48,,4,in blandit ultrices,true,true,true,22750.00,21.00,2.00,17517.50
1979,83,14,586,61,,24,consectetuer adipiscing elit,true,true,true,0.00,,,0.00
1983,62,8,685,75,,50,tempus sit,true,true,false,0.00,,,0.00
1984,32,7,635,75,,2,luctus et,true,true,false,0.00,,,0.00
1985,60,11,955,75,,31,eu interdum eu,true,true,false,0.00,3.00,,0.00
1987,10,5,70,75,,34,non mattis pulvinar nulla pede,true,true,false,0.00,,,0.00
1988,62,8,459,75,,37,accumsan felis ut,true,true,false,0.00,,,0.00
1990,25,10,434,75,,52,luctus nec molestie sed justo,true,true,false,0.00,,,0.00
1991,35,14,821,75,,24,placerat ante nulla justo aliquam,true,true,false,0.00,3.00,,0.00
1992,45,14,836,75,,35,turpis sed,true,true,false,0.00,,,0.00
1996,64,7,948,75,,12,molestie sed justo,true,true,false,0.00,,3.00,0.00
1998,20,15,931,75,,28,at diam nam tristique,true,true,false,0.00,1.00,,0.00
1975,39,21,76,72,6,54,quis,true,true,false,0.00,8.00,,0.00
1981,14,10,104,70,6,64,risus semper porta volutpat quam,true,true,false,0.00,,,0.00
608,12,19,121,19,,31,vestibulum,true,true,false,0.00,,,0.00
499,79,5,641,18,,38,in hac,true,true,false,93558.00,17.00,,77653.14
609,42,20,117,21,,3,erat quisque erat eros,true,true,false,0.00,28.00,,0.00
610,82,9,683,30,,34,in faucibus orci luctus,true,true,false,0.00,,,0.00
611,86,13,245,37,,2,felis,true,true,true,199500.00,,,199500.00
624,28,3,217,26,,34,aliquet at,true,true,false,0.00,,,0.00
626,44,10,430,38,,13,id mauris,true,true,true,173250.00,,,173250.00
628,85,5,922,39,,25,lacus morbi,true,true,true,133000.00,,,133000.00
629,73,3,233,50,,32,primis in,true,true,true,0.00,,,0.00
630,34,19,781,3,,53,magna,true,true,false,98000.00,,,98000.00
631,86,8,706,37,,38,pede lobortis,true,true,true,199500.00,,,199500.00
633,38,3,651,59,,29,luctus et ultrices posuere,true,true,true,0.00,,,0.00
635,58,4,934,28,,53,risus semper porta volutpat quam,true,true,false,0.00,,,0.00
639,84,8,27,54,,61,tincidunt,true,true,true,0.00,,,0.00
640,25,4,721,38,,51,leo rhoncus sed vestibulum,true,true,true,173250.00,5.00,,164587.50
643,58,6,129,60,,34,ut,true,true,true,0.00,,,0.00
645,72,9,972,58,,10,viverra,true,true,true,0.00,,,0.00
646,82,15,825,27,,59,posuere nonummy integer non velit,true,true,false,0.00,,9.00,0.00
647,30,15,589,49,,28,nunc purus phasellus in felis,true,true,true,0.00,,,0.00
564,62,21,750,51,,4,erat quisque erat,true,true,true,0.00,,,0.00
573,55,21,934,32,,37,lectus in quam fringilla,true,true,false,0.00,,,0.00
574,55,21,744,26,,39,sit amet sapien dignissim,true,true,false,0.00,17.00,,0.00
577,30,21,707,61,,55,lobortis sapien,true,true,true,0.00,,,0.00
587,56,21,851,6,,7,aenean,true,true,false,73500.00,27.00,,53655.00
602,71,21,327,11,,24,primis in faucibus,true,true,false,94500.00,22.00,,73710.00
578,22,21,382,12,,17,non mauris morbi,true,true,true,175000.00,19.00,,141750.00
590,28,21,585,13,,49,nullam varius nulla facilisi,true,true,false,210000.00,12.00,,184800.00
778,42,9,496,63,13,51,curabitur gravida nisi at,true,true,false,0.00,,,0.00
700,62,21,929,13,,50,mauris,true,true,false,210000.00,28.00,,151200.00
648,58,5,109,9,,30,ante,true,true,false,45500.00,,,45500.00
649,15,14,534,30,,38,condimentum id luctus nec,true,true,false,0.00,,,0.00
585,8,14,701,29,,3,dui,true,true,false,0.00,4.00,,0.00
651,79,9,370,61,,37,amet erat nulla tempus vivamus,true,true,true,0.00,,,0.00
656,94,19,809,32,,34,pede venenatis non sodales,true,true,false,0.00,28.00,15.00,0.00
657,20,12,889,30,,28,posuere nonummy,true,true,false,0.00,13.00,,0.00
658,70,15,970,33,,30,nibh ligula,true,true,false,0.00,,,0.00
659,59,11,124,33,,9,nisi venenatis,true,true,false,0.00,,,0.00
661,55,12,14,23,,56,et magnis,true,true,false,0.00,,,0.00
662,81,14,990,3,,35,vestibulum,true,true,false,98000.00,,,98000.00
663,35,14,990,53,,23,in est risus auctor sed,true,true,true,0.00,,,0.00
668,2,11,886,36,,35,non velit nec nisi vulputate,true,true,false,0.00,,,0.00
669,39,10,542,2,,24,ante ipsum,true,true,false,119000.00,,,119000.00
670,58,13,769,19,,30,sit amet,true,true,false,0.00,,,0.00
672,76,7,974,51,,53,vulputate luctus cum sociis,true,true,true,0.00,,,0.00
673,38,11,486,46,,29,lorem quisque ut,true,true,true,63000.00,17.00,,52290.00
675,54,14,53,51,,55,semper,true,true,true,0.00,26.00,,0.00
676,58,21,772,59,,53,adipiscing molestie hendrerit at vulputate,true,true,true,0.00,5.00,,0.00
678,54,9,50,56,,26,sed vestibulum,true,true,true,0.00,,,0.00
683,4,13,196,17,,24,morbi ut,true,true,false,35000.00,4.00,,33600.00
537,77,5,728,19,,4,in,true,true,false,0.00,15.00,,0.00
685,45,10,69,48,,14,mi in porttitor pede,true,true,true,22750.00,,,22750.00
686,32,6,479,35,,2,et ultrices posuere cubilia curae,true,true,false,0.00,22.00,,0.00
690,55,3,85,2,,6,enim in tempor,true,true,false,119000.00,,,119000.00
692,9,15,801,43,,30,commodo placerat,true,true,true,89250.00,,,89250.00
694,88,9,583,28,,65,sem fusce,true,true,false,0.00,,,0.00
695,63,13,329,62,,51,lectus vestibulum quam,true,true,true,0.00,21.00,,0.00
696,8,14,919,60,,3,est,true,true,true,0.00,,,0.00
697,7,14,858,41,,49,justo lacinia eget tincidunt eget,true,true,true,129500.00,,,129500.00
699,32,12,812,35,,2,lorem id ligula,true,true,false,0.00,30.00,,0.00
702,90,5,766,30,,28,orci,true,true,false,0.00,,,0.00
704,62,12,708,35,,38,cursus,true,true,false,0.00,,,0.00
477,74,10,799,67,24,37,suspendisse potenti cras in purus,true,true,false,0.00,,,0.00
706,47,15,631,58,,17,quam sollicitudin vitae,true,true,true,0.00,,9.00,0.00
707,82,12,126,51,,59,magnis,true,true,true,0.00,,,0.00
598,30,21,907,18,,26,lacus at turpis donec,true,true,false,85132.00,18.00,,69808.24
764,25,5,188,58,,52,venenatis tristique fusce congue,true,true,true,0.00,,,0.00
708,84,7,507,25,,10,nunc,true,true,false,0.00,14.00,,0.00
710,40,2,387,3,,6,montes nascetur ridiculus mus etiam,true,true,false,98000.00,19.00,,79380.00
712,38,9,150,31,,29,est donec odio justo,true,true,false,0.00,,,0.00
713,16,6,882,22,,30,quis odio consequat varius,true,true,false,0.00,6.00,5.00,0.00
714,50,9,856,35,,39,mauris lacinia sapien,true,true,false,0.00,,,0.00
738,13,15,988,7,,59,volutpat erat quisque erat eros,true,true,false,73500.00,10.00,,66150.00
741,39,2,548,20,,54,purus sit amet nulla quisque,true,true,false,0.00,,,0.00
742,31,7,112,49,,50,vestibulum ante ipsum primis in,true,true,true,0.00,,,0.00
744,57,19,727,49,,64,bibendum imperdiet,true,true,true,0.00,,,0.00
747,5,12,520,49,,56,duis mattis egestas metus aenean,true,true,true,0.00,,,0.00
749,70,2,468,9,,8,pretium,true,true,false,45500.00,21.00,,35945.00
751,10,13,806,34,,34,lacus,true,true,false,0.00,,,0.00
779,79,21,457,70,6,38,curabitur,true,true,false,0.00,20.00,,0.00
679,66,21,176,2,,55,duis,true,true,false,119000.00,21.00,,94010.00
684,53,21,111,50,,2,velit vivamus vel,true,true,true,0.00,5.00,,0.00
743,59,21,127,51,,50,faucibus orci,true,true,true,0.00,8.00,,0.00
839,59,1,574,15,27,24,blandit mi in porttitor,true,true,false,77000.00,,,77000.00
843,33,16,782,12,30,14,orci,true,true,false,175000.00,22.00,,136500.00
794,85,17,542,13,,25,aliquet,true,true,true,210000.00,,,210000.00
769,23,8,732,55,,3,eleifend donec ut,true,true,true,0.00,,,0.00
770,24,5,674,59,,10,vitae ipsum aliquam,true,true,true,0.00,30.00,,0.00
771,89,15,808,6,,54,mi sit amet,true,true,false,73500.00,,,73500.00
772,79,13,290,13,,6,justo in blandit ultrices enim,true,true,false,210000.00,,,210000.00
774,58,15,38,54,,8,curabitur at ipsum ac,true,true,true,0.00,,,0.00
776,14,8,341,43,,64,magnis,true,true,true,89250.00,26.00,,66045.00
783,66,20,493,21,,55,mus vivamus,true,true,false,0.00,4.00,,0.00
784,13,8,637,28,,26,ultrices mattis,true,true,false,0.00,,,0.00
792,26,14,972,61,,56,amet,true,true,true,0.00,,,0.00
795,20,3,584,8,,55,in,true,true,false,45500.00,,,45500.00
797,79,15,714,36,,38,parturient montes nascetur ridiculus,true,true,false,0.00,,,0.00
799,42,14,777,53,,3,sapien,true,true,true,0.00,,,0.00
802,66,19,480,43,,55,tortor duis,true,true,true,89250.00,,,89250.00
803,85,8,106,4,,25,in,true,true,false,80500.00,,,80500.00
804,88,5,309,19,,75,feugiat,true,true,false,0.00,17.00,,0.00
806,91,14,621,54,,39,magna bibendum imperdiet nullam,true,true,true,0.00,,,0.00
808,47,11,537,21,,26,neque aenean auctor gravida sem,true,true,false,0.00,,,0.00
810,39,19,541,7,,10,suspendisse,true,true,false,73500.00,26.00,,54390.00
811,79,2,883,60,,6,tortor sollicitudin mi,true,true,true,0.00,,,0.00
812,35,15,384,11,,55,accumsan tellus,true,true,false,94500.00,28.00,,68040.00
817,68,14,994,51,,60,dapibus augue vel accumsan,true,true,true,0.00,4.00,,0.00
837,29,15,762,29,,27,nullam orci,true,true,false,0.00,,,0.00
838,24,19,856,60,,61,vel ipsum,true,true,true,0.00,,,0.00
841,59,14,341,37,,9,libero non mattis,true,true,true,199500.00,26.00,,147630.00
842,43,11,455,16,,7,eu interdum,true,true,false,87500.00,,,87500.00
846,27,19,754,44,,51,augue,true,true,true,66500.00,,,66500.00
847,17,21,328,34,,27,mattis nibh ligula nec,true,true,false,0.00,,,0.00
848,23,19,664,40,,55,ultrices mattis odio donec vitae,true,true,true,129500.00,,,129500.00
816,94,21,981,73,9,8,quam fringilla rhoncus mauris,true,true,false,0.00,9.00,,0.00
878,8,21,834,71,16,51,orci luctus et,true,true,false,0.00,,,0.00
768,7,21,98,14,,38,dui nec nisi volutpat,true,true,false,192500.00,,,192500.00
775,32,21,760,19,,10,donec odio,true,true,false,0.00,3.00,,0.00
788,6,21,64,29,,55,dui,true,true,false,0.00,,,0.00
962,33,8,963,70,25,35,erat volutpat in congue,true,true,false,0.00,,15.00,0.00
963,48,15,938,67,25,31,dui proin leo odio,true,true,false,0.00,,,0.00
852,55,12,489,52,,38,nam dui proin leo,true,true,true,0.00,,,0.00
855,78,13,252,45,,55,ante vivamus,true,true,true,63000.00,,,63000.00
856,72,13,639,16,,61,diam cras pellentesque,true,true,false,87500.00,,,87500.00
857,8,4,227,42,,3,dui nec nisi volutpat,true,true,true,106750.00,22.00,,83265.00
858,83,15,950,26,,24,porttitor,true,true,false,0.00,,,0.00
721,89,21,636,14,,54,sed ante vivamus tortor,true,true,false,192500.00,4.00,,184800.00
911,77,16,70,12,,27,nulla,true,true,false,175000.00,,,175000.00
861,49,15,719,6,,34,natoque penatibus et magnis,true,true,false,73500.00,8.00,,67620.00
862,60,6,489,49,,10,ante vestibulum,true,true,true,0.00,,,0.00
870,80,19,779,4,,7,erat quisque erat eros viverra,true,true,false,80500.00,18.00,,66010.00
873,88,14,34,15,,26,molestie sed justo pellentesque,true,true,false,77000.00,,,77000.00
879,46,6,5,43,,15,a feugiat et eros vestibulum,true,true,true,89250.00,,,89250.00
881,66,4,642,60,,57,sollicitudin mi sit,true,true,true,0.00,3.00,,0.00
882,87,4,969,11,,51,leo odio condimentum,true,true,false,94500.00,,,94500.00
885,52,21,616,3,,55,at dolor quis odio consequat,true,true,false,98000.00,,,98000.00
887,69,19,873,9,,14,donec posuere metus vitae ipsum,true,true,false,45500.00,6.00,,42770.00
889,65,11,212,47,,2,quis tortor id nulla ultrices,true,true,true,40250.00,,,40250.00
891,58,7,977,34,,53,diam cras pellentesque volutpat dui,true,true,false,0.00,,,0.00
893,53,5,116,10,,2,est phasellus,true,true,false,24500.00,,5.00,23275.00
894,88,3,990,34,,26,ultrices posuere cubilia curae nulla,true,true,false,0.00,,,0.00
895,54,19,160,60,,5,maecenas tincidunt lacus at,true,true,true,0.00,,,0.00
896,26,14,166,24,,4,diam neque vestibulum eget,true,true,false,0.00,,,0.00
897,15,7,75,6,,56,nec sem duis aliquam,true,true,false,73500.00,,,73500.00
898,87,8,624,28,,51,leo,true,true,false,0.00,,,0.00
899,63,7,124,62,,51,posuere cubilia curae,true,true,true,0.00,,,0.00
900,24,5,348,14,,10,nec euismod scelerisque quam,true,true,false,192500.00,17.00,,159775.00
905,81,5,303,9,,14,magna at nunc,true,true,false,45500.00,,,45500.00
906,40,7,970,30,,38,sapien,true,true,false,0.00,,,0.00
908,88,15,998,17,,26,nulla dapibus,true,true,false,35000.00,,,35000.00
910,7,8,585,25,,37,a feugiat et eros vestibulum,true,true,false,0.00,12.00,,0.00
912,90,21,238,24,,26,at,true,true,false,0.00,,,0.00
913,91,7,851,2,,37,molestie lorem quisque ut erat,true,true,false,119000.00,27.00,,86870.00
914,30,12,339,23,,55,est lacinia nisi venenatis,true,true,false,0.00,,,0.00
916,20,20,9,32,,28,id ligula,true,true,false,0.00,21.00,,0.00
937,92,8,639,50,,55,pede venenatis non sodales sed,true,true,true,0.00,,,0.00
939,71,3,476,37,,9,gravida nisi at,true,true,true,199500.00,,,199500.00
941,74,5,22,6,,37,felis ut at dolor quis,true,true,false,73500.00,7.00,,68355.00
942,20,9,598,56,,26,lectus in quam fringilla rhoncus,true,true,true,0.00,,,0.00
944,87,19,419,30,,51,nulla facilisi cras non velit,true,true,false,0.00,14.00,,0.00
946,58,12,466,17,,30,leo pellentesque ultrices mattis,true,true,false,35000.00,18.00,,28700.00
947,23,7,155,15,,15,nunc rhoncus dui vel sem,true,true,false,77000.00,,,77000.00
915,54,21,918,65,31,55,vitae mattis,true,true,false,0.00,7.00,,0.00
883,62,21,214,46,,37,proin risus,true,true,true,63000.00,25.00,,47250.00
815,71,21,96,14,,9,velit,true,true,true,192500.00,,,192500.00
872,93,21,18,14,,64,non pretium,true,true,false,192500.00,11.00,,171325.00
1052,93,13,423,64,15,64,quis libero nullam,true,true,false,0.00,11.00,,0.00
951,76,8,837,10,,12,velit,true,true,false,24500.00,,,24500.00
782,45,21,625,18,,64,mauris vulputate elementum,true,true,false,75151.00,21.00,,59369.29
876,6,21,356,18,,28,sit amet,true,true,false,61384.00,28.00,8.00,39285.76
888,45,20,256,18,,64,nulla sed,true,true,false,92972.00,5.00,,88323.40
868,70,21,556,18,,30,mus,true,true,false,37341.00,8.00,,34353.72
953,69,9,304,7,,35,tempus vivamus in felis,true,true,false,73500.00,,,73500.00
956,95,15,795,1,,24,nunc vestibulum ante ipsum,true,true,false,133000.00,28.00,,95760.00
959,81,20,234,4,,14,justo,true,true,false,80500.00,,,80500.00
960,82,21,698,2,,34,lorem vitae mattis nibh ligula,true,true,false,119000.00,,,119000.00
961,34,13,73,4,,16,pede ac,true,true,false,80500.00,,,80500.00
964,58,21,902,45,,53,nunc donec quis,true,true,true,63000.00,,,63000.00
965,21,5,897,28,,8,dui nec nisi volutpat,true,true,false,0.00,,,0.00
966,27,19,87,55,,3,convallis eget eleifend luctus,true,true,true,0.00,,,0.00
967,58,20,981,21,,53,vivamus,true,true,false,0.00,9.00,,0.00
969,88,3,682,27,,53,phasellus in felis donec semper,true,true,false,0.00,,,0.00
972,26,14,486,8,,26,aliquam quis,true,true,false,45500.00,17.00,,37765.00
975,62,14,892,36,,39,morbi,true,true,false,0.00,,,0.00
982,86,21,998,16,,50,viverra,true,true,false,87500.00,,,87500.00
986,2,6,888,9,,35,malesuada in imperdiet,true,true,false,45500.00,,,45500.00
988,24,20,193,16,,31,commodo placerat praesent blandit,true,true,false,87500.00,,,87500.00
989,29,15,321,17,,17,turpis sed ante,true,true,false,35000.00,15.00,,29750.00
991,4,12,288,26,,24,in quam fringilla,true,true,false,0.00,,,0.00
993,5,9,292,23,,43,orci pede venenatis non,true,true,false,0.00,,7.00,0.00
995,87,12,374,49,,51,fermentum justo nec condimentum neque,true,true,true,0.00,5.00,,0.00
996,16,5,767,58,,30,hac habitasse platea,true,true,true,0.00,,1.00,0.00
997,69,15,222,11,,35,tempor,true,true,false,94500.00,,,94500.00
999,45,21,307,44,,64,mus etiam vel,true,true,true,66500.00,,,66500.00
1000,86,4,767,17,,50,sit amet cursus,true,true,false,35000.00,,,35000.00
1002,20,8,866,7,,26,aliquet at,true,true,false,73500.00,,,73500.00
1003,32,21,494,16,,2,nec molestie sed justo,true,true,false,87500.00,4.00,,84000.00
1004,34,5,640,40,,16,amet eros suspendisse accumsan tortor,true,true,true,129500.00,4.00,,124320.00
1005,40,15,745,20,,37,nisl ut,true,true,false,0.00,,,0.00
773,52,14,873,38,,55,duis,true,true,true,173250.00,6.00,,162855.00
1008,4,3,718,33,,23,venenatis tristique fusce congue,true,true,false,0.00,,,0.00
1009,15,11,337,37,,56,pellentesque eget,true,true,true,199500.00,,,199500.00
1010,31,10,767,59,,6,ipsum praesent blandit lacinia erat,true,true,true,0.00,,,0.00
1011,36,13,251,35,,61,massa volutpat,true,true,false,0.00,,,0.00
1026,96,10,840,40,,31,turpis enim,true,true,true,129500.00,26.00,,95830.00
1028,40,20,797,17,,6,nisi at nibh,true,true,false,35000.00,,,35000.00
1030,54,20,744,34,,28,vel,true,true,false,0.00,17.00,,0.00
1031,26,3,642,35,,26,blandit ultrices enim lorem ipsum,true,true,false,0.00,3.00,,0.00
1034,23,8,998,13,,3,blandit nam,true,true,false,210000.00,,13.00,182700.00
1037,84,9,229,61,,61,cras in,true,true,true,0.00,,,0.00
1038,77,13,823,9,,27,ac nulla sed vel,true,true,false,45500.00,,,45500.00
1039,6,5,149,2,,28,odio elementum eu interdum eu,true,true,false,119000.00,,,119000.00
1040,30,2,273,43,,28,non interdum in ante,true,true,true,89250.00,11.00,,79432.50
1044,71,11,84,23,,9,sit amet sem fusce,true,true,false,0.00,,,0.00
1048,49,21,269,71,1,34,faucibus orci luctus et ultrices,true,true,false,0.00,17.00,,0.00
955,38,21,600,38,,29,interdum venenatis,true,true,true,173250.00,,,173250.00
985,65,21,441,7,,54,mus etiam vel augue,true,true,false,73500.00,,2.00,72030.00
1035,30,21,949,11,,28,tellus,true,true,false,94500.00,,,94500.00
904,96,21,111,12,,10,nunc rhoncus dui,true,true,true,175000.00,5.00,,166250.00
948,86,21,145,12,,38,accumsan felis ut,true,true,false,175000.00,6.00,,164500.00
949,74,21,258,12,,38,donec odio justo,true,true,true,175000.00,,,175000.00
968,66,21,52,13,,57,cubilia,true,true,false,210000.00,,,210000.00
1046,35,9,69,8,,23,imperdiet et,true,true,false,45500.00,,,45500.00
1047,74,5,980,10,,2,ultrices posuere cubilia,true,true,false,24500.00,,,24500.00
1051,4,13,811,9,,2,hac habitasse platea dictumst,true,true,false,45500.00,,,45500.00
1055,71,19,603,12,,55,consequat nulla,true,true,false,175000.00,,10.00,157500.00
1057,70,11,726,62,,34,ridiculus,true,true,true,0.00,,,0.00
1058,27,4,67,36,,51,ac leo,true,true,false,0.00,,,0.00
1060,61,12,513,8,,49,non velit nec,true,true,false,45500.00,23.00,,35035.00
1062,28,2,238,19,,8,eu massa donec,true,true,false,0.00,,,0.00
1064,95,11,746,21,,23,et ultrices,true,true,false,0.00,22.00,,0.00
1065,28,12,25,54,,8,nunc commodo placerat,true,true,true,0.00,22.00,,0.00
1066,72,7,616,4,,31,aliquet at feugiat non pretium,true,true,false,80500.00,,,80500.00
1070,64,7,761,46,,26,fermentum donec,true,true,true,63000.00,25.00,,47250.00
1073,39,9,867,56,,24,turpis elementum ligula,true,true,true,0.00,,,0.00
954,29,8,620,18,,59,convallis duis consequat,true,true,false,16523.00,10.00,6.00,13879.32
1075,96,13,310,6,,10,eleifend quam a,true,true,false,73500.00,,,73500.00
1076,90,15,144,11,,28,aliquam,true,true,false,94500.00,12.00,,83160.00
1078,61,15,995,19,,25,praesent id,true,true,false,0.00,,,0.00
1079,76,11,262,48,,12,pulvinar,true,true,true,22750.00,,,22750.00
1081,81,19,176,7,,64,id nisl,true,true,false,73500.00,21.00,,58065.00
1083,9,6,203,23,,50,vel augue vestibulum rutrum,true,true,false,0.00,,7.00,0.00
1092,7,2,761,39,,6,at lorem integer tincidunt,true,true,true,133000.00,25.00,,99750.00
1093,95,11,498,61,,23,rhoncus mauris enim leo,true,true,true,0.00,16.00,,0.00
1094,8,19,420,60,,51,ultrices posuere cubilia curae mauris,true,true,true,0.00,,,0.00
1095,17,6,761,57,,6,cras,true,true,true,0.00,25.00,,0.00
1096,50,5,844,52,,4,ligula in,true,true,true,0.00,,,0.00
1097,66,19,700,57,,55,ut odio cras mi,true,true,true,0.00,,,0.00
1098,2,2,328,55,,35,a suscipit nulla,true,true,true,0.00,,,0.00
1100,4,5,250,5,,23,potenti nullam porttitor,true,true,false,80500.00,,,80500.00
1115,62,12,999,37,,37,in sapien iaculis congue,true,true,true,199500.00,,,199500.00
1116,47,15,579,27,,50,consequat morbi a ipsum,true,true,false,0.00,27.00,0.00,0.00
1117,24,8,602,35,,10,platea dictumst,true,true,false,0.00,,,0.00
1118,81,21,769,49,,35,vivamus metus arcu adipiscing molestie,true,true,true,0.00,,,0.00
1119,54,4,839,22,,55,vel dapibus at diam nam,true,true,false,0.00,21.00,,0.00
1124,67,15,233,10,,39,blandit,true,true,false,24500.00,,,24500.00
1125,23,11,805,14,,23,cubilia curae mauris viverra,true,true,false,192500.00,13.00,,167475.00
1126,14,5,684,2,,64,justo,true,true,false,119000.00,,,119000.00
1128,72,9,425,51,,61,nisl duis ac,true,true,true,0.00,29.00,,0.00
1130,12,8,929,48,,31,ut,true,true,true,22750.00,28.00,,16380.00
1131,46,21,470,56,,59,justo maecenas rhoncus aliquam lacus,true,true,true,0.00,,,0.00
1133,19,2,284,19,,17,quis orci eget orci vehicula,true,true,false,0.00,,,0.00
1068,74,21,354,69,26,37,parturient montes nascetur,true,true,false,0.00,,,0.00
1074,2,21,539,71,27,35,pulvinar sed,true,true,false,0.00,,,0.00
1056,87,21,924,61,,3,aliquam quis turpis,true,true,true,0.00,,,0.00
1061,38,21,217,39,,29,velit id pretium,true,true,true,133000.00,,,133000.00
1084,49,21,809,26,,30,volutpat erat quisque erat,true,true,false,0.00,28.00,,0.00
1086,81,21,558,28,,14,mi sit amet,true,true,false,0.00,,,0.00
1120,59,21,934,24,,50,erat vestibulum sed magna at,true,true,false,0.00,,,0.00
1123,91,21,557,36,,6,facilisi cras,true,true,false,0.00,13.00,,0.00
1134,82,21,693,14,19,30,venenatis lacinia aenean,true,true,false,192500.00,23.00,,148225.00
1072,39,21,557,13,,24,faucibus,true,true,true,210000.00,13.00,,182700.00
1099,61,21,744,12,,49,ut massa volutpat convallis,true,true,true,175000.00,17.00,,145250.00
1209,70,11,587,65,1,34,cursus urna ut,true,true,false,0.00,10.00,,0.00
1218,7,11,13,66,14,49,volutpat eleifend donec ut,true,true,false,0.00,,,0.00
1220,95,6,408,70,17,9,augue,true,true,false,0.00,,,0.00
1177,69,21,89,13,,64,maecenas ut massa,true,true,false,210000.00,,,210000.00
1136,7,4,630,16,,37,aliquet,true,true,false,87500.00,22.00,,68250.00
1138,6,2,29,23,,28,morbi,true,true,false,0.00,,,0.00
1139,65,7,238,61,,54,semper porta volutpat quam,true,true,true,0.00,,,0.00
1140,14,7,844,30,,64,nisi nam,true,true,false,0.00,,,0.00
1142,56,15,69,7,,60,sit amet turpis,true,true,false,73500.00,,,73500.00
1145,40,6,477,37,,53,duis ac nibh fusce lacus,true,true,true,199500.00,,,199500.00
1149,37,4,743,50,,30,penatibus et magnis,true,true,true,0.00,,,0.00
1151,79,10,126,28,,39,sagittis sapien,true,true,false,0.00,,,0.00
1156,16,7,568,10,,30,ipsum ac,true,true,false,24500.00,,,24500.00
1159,69,21,570,45,,35,aenean auctor,true,true,true,63000.00,,,63000.00
1162,12,8,431,41,,31,nullam sit,true,true,true,129500.00,23.00,1.00,98420.00
1165,68,19,321,45,,29,pulvinar nulla pede,true,true,true,63000.00,15.00,,53550.00
1167,50,10,979,20,,37,sociis natoque penatibus et magnis,true,true,false,0.00,6.00,,0.00
1169,83,14,255,23,,9,maecenas rhoncus aliquam lacus morbi,true,true,false,0.00,1.00,,0.00
1170,76,10,646,16,,53,mauris non ligula pellentesque ultrices,true,true,false,87500.00,21.00,,69125.00
1173,56,3,418,32,,32,quis turpis,true,true,false,0.00,24.00,,0.00
1176,89,7,151,40,,27,eleifend pede libero quis,true,true,true,129500.00,21.00,,102305.00
1179,67,19,111,4,,56,mi nulla,true,true,false,80500.00,5.00,,76475.00
1180,20,19,262,28,,55,eu mi nulla ac,true,true,false,0.00,,,0.00
1182,3,7,333,58,,27,odio donec vitae nisi,true,true,true,0.00,,,0.00
1184,55,12,542,62,,39,aenean,true,true,true,0.00,,,0.00
1191,48,20,472,53,,10,nibh in hac habitasse,true,true,true,0.00,,,0.00
1210,68,6,38,30,,7,magna ac consequat metus sapien,true,true,false,0.00,,,0.00
1211,95,20,500,56,,23,lectus suspendisse potenti in,true,true,true,0.00,,,0.00
1212,36,4,491,51,,31,luctus nec molestie sed,true,true,true,0.00,,,0.00
1213,41,4,126,14,,8,euismod scelerisque quam turpis adipiscing,true,true,false,192500.00,,,192500.00
1215,27,11,766,60,,3,odio,true,true,true,0.00,,,0.00
1219,96,5,229,46,,10,nec,true,true,true,63000.00,,,63000.00
1221,95,15,328,50,,23,neque sapien placerat,true,true,true,0.00,,,0.00
1222,90,10,988,13,,55,cras,true,true,false,210000.00,10.00,,189000.00
1223,25,9,887,28,,11,vestibulum aliquet,true,true,false,0.00,,,0.00
1224,57,5,779,23,,14,ut ultrices,true,true,false,0.00,18.00,,0.00
1225,40,10,808,50,,53,ut massa quis augue luctus,true,true,true,0.00,,,0.00
1227,88,12,954,3,,65,nullam molestie nibh in,true,true,false,98000.00,,,98000.00
1228,17,13,252,55,,6,ut,true,true,true,0.00,,,0.00
1229,62,12,82,34,,39,ut tellus nulla,true,true,false,0.00,,,0.00
